source_analysis_id	source_seqid	matched_seqid	source_target_symbol	source_label	trait_ontology_name	trait_ontology_id	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	target_resolution_method	target_resolution_notes	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
GCST90242677	9492-5	9913-4	RRBP1	Ribosome-binding protein 1 levels (RRBP1.9492.5.3)	ribosome-binding protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0803026	Ribosome-binding protein 1	6238	ENSG00000125844	RRBP1	20	17613678	17682295	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242678	12355-223	12355-223	MRRF	Ribosome-recycling factor, mitochondrial levels (MRRF.12355.223.3)	ribosome-recycling factor, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0803027	Ribosome-recycling factor, mitochondrial	92399	ENSG00000148187	MRRF	9	122264141	122331337	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242679	9754-33	9754-33	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone] levels (NQO2.9754.33.3)	ribosyldihydronicotinamide dehydrogenase [quinone] measurement	http://www.ebi.ac.uk/efo/EFO_0803298	Ribosyldihydronicotinamide dehydrogenase [quinone]	4835	ENSG00000124588	NQO2	6	2987987	3022745	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242680	12646-2	12646-2	RPE	Ribulose-phosphate 3-epimerase levels (RPE.12646.2.3)	ribulose-phosphate 3-epimerase measurement	http://www.ebi.ac.uk/efo/EFO_0802025	Ribulose-phosphate 3-epimerase	6120	ENSG00000197713	RPE	2	210002565	210027529	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242681	13603-7	13603-7	RFESD	Rieske domain-containing protein levels (RFESD.13603.7.3)	rieske domain-containing protein measurement	http://www.ebi.ac.uk/efo/EFO_0802026	Rieske domain-containing protein	317671	ENSG00000175449	RFESD	5	95646718	95684773	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242682	11160-56	11160-56	RNF122	RING finger protein 122 levels (RNF122.11160.56.3)	RING finger protein 122 measurement	http://www.ebi.ac.uk/efo/EFO_0803028	RING finger protein 122	79845	ENSG00000133874	RNF122	8	33547754	33567170	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242683	7742-11	7742-11	RNF148	RING finger protein 148 levels (RNF148.7742.11.3)	RING finger protein 148 measurement	http://www.ebi.ac.uk/efo/EFO_0803029	RING finger protein 148:region 1	378925	ENSG00000235631	RNF148	7	122701668	122702922	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242684	9955-40	9955-40	RNF148	RING finger protein 148 levels (RNF148.9955.40.3)	RING finger protein 148 measurement	http://www.ebi.ac.uk/efo/EFO_0803029	RING finger protein 148:region 2	378925	ENSG00000235631	RNF148	7	122701668	122702922	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242685	9774-59	9774-59	RNF150	RING finger protein 150 levels (RNF150.9774.59.3)	RING finger protein 150 measurement	http://www.ebi.ac.uk/efo/EFO_0803030	RING finger protein 150	57484	ENSG00000170153	RNF150	4	140859807	141212877	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242686	11561-32		RNF165	RING finger protein 165 levels (RNF165.11561.32.3)	RING finger protein 165 measurement	http://www.ebi.ac.uk/efo/EFO_0802027										GRCh38			unresolved	source SeqId absent from current SomaScan.db and trait symbol did not resolve to a primary Ensembl gene	unresolved				
GCST90242687	7758-217	7758-217	RNF215	RING finger protein 215 levels (RNF215.7758.217.3)	RING finger protein 215 measurement	http://www.ebi.ac.uk/efo/EFO_0803031	RING finger protein 215:Extracellular domain	200312	ENSG00000099999	RNF215	22	30368811	30421771	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242688	8822-163		RNF219	RING finger protein 219 levels (RNF219.8822.163.3)	RING finger protein 219 measurement	http://www.ebi.ac.uk/efo/EFO_0803032										GRCh38			unresolved	source SeqId absent from current SomaScan.db and trait symbol did not resolve to a primary Ensembl gene	unresolved				
GCST90242689	11462-8	11462-8	RBFOX2	RNA binding protein fox-1 homolog 2 levels (RBFOX2.11462.8.3)	RNA binding protein fox-1 homolog 2 measurement	http://www.ebi.ac.uk/efo/EFO_0803033	RNA binding protein fox-1 homolog 2	23543	ENSG00000100320	RBFOX2	22	35738736	36028824	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242690	8793-13		ALKBH5	RNA demethylase ALKBH5 levels (ALKBH5.8793.13.3)	RNA demethylase ALKBH5 measurement	http://www.ebi.ac.uk/efo/EFO_0803034			ENSG00000091542	ALKBH5	17	18183034	18209954	1	protein_coding	GRCh38	TRUE	FALSE	ensembl_hgnc_symbol	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to Ensembl HGNC symbol	mapped_to_ensembl	GWAS Catalog trait symbol		Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242691	11459-81	11459-81	ELL	RNA polymerase II elongation factor ELL levels (ELL.11459.81.3)	RNA polymerase II elongation factor ELL measurement	http://www.ebi.ac.uk/efo/EFO_0802028	RNA polymerase II elongation factor ELL	8178	ENSG00000105656	ELL	19	18442663	18522116	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242692	11494-4	11494-4	ELL2	RNA polymerase II elongation factor ELL2 levels (ELL2.11494.4.3)	RNA polymerase II elongation factor ELL2 measurement	http://www.ebi.ac.uk/efo/EFO_0803035	RNA polymerase II elongation factor ELL2	22936	ENSG00000118985	ELL2	5	95885095	95961907	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242693	13566-2	13566-2	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 levels (SSU72.13566.2.3)	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 measurement	http://www.ebi.ac.uk/efo/EFO_0802029	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	29101	ENSG00000160075	SSU72	1	1541673	1574887	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242694	11380-84	11380-84	RBM24	RNA-binding protein 24 levels (RBM24.11380.84.3)	RNA-binding protein 24 measurement	http://www.ebi.ac.uk/efo/EFO_0802030	RNA-binding protein 24	221662	ENSG00000112183	RBM24	6	17280352	17293928	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242695	11927-3	32158-31	RBM28	RNA-binding protein 28 levels (RBM28.11927.3.3)	RNA-binding protein 28 measurement	http://www.ebi.ac.uk/efo/EFO_0803036	RNA-binding protein 28	55131	ENSG00000106344	RBM28	7	128278493	128343971	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242696	12747-89	12747-89	RBM3	RNA-binding protein 3 levels (RBM3.12747.89.3)	RNA-binding protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802031	RNA-binding protein 3	5935	ENSG00000102317	RBM3	X	48574056	48581162	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242697	4284-18	4284-18	RBM39	RNA-binding protein 39 levels (RBM39.4284.18.3)	rna-binding protein 39 measurement	http://www.ebi.ac.uk/efo/EFO_0020712	RNA-binding protein 39	9584	ENSG00000131051	RBM39	20	35701347	35742312	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242698	12814-17	12814-17	RNPC3	RNA-binding protein 40 levels (RNPC3.12814.17.3)	RNA-binding protein 40 measurement	http://www.ebi.ac.uk/efo/EFO_0803037	RNA-binding protein 40	55599	ENSG00000185946	RNPC3	1	103525672	103555239	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242699	12988-49	12988-49	EWSR1	RNA-binding protein EWS levels (EWSR1.12988.49.3)	RNA-binding protein EWS measurement	http://www.ebi.ac.uk/efo/EFO_0802032	RNA-binding protein EWS	2130	ENSG00000182944	EWSR1	22	29268009	29300530	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242700	12557-18	12557-18	NOVA1	RNA-binding protein Nova-1 levels (NOVA1.12557.18.3)	RNA-binding protein Nova-1 measurement	http://www.ebi.ac.uk/efo/EFO_0803038	RNA-binding protein Nova-1	4857	ENSG00000139910	NOVA1	14	26443090	26598302	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242701	5740-17	5740-17	ROBO1	Roundabout homolog 1 levels (ROBO1.5740.17.3)	roundabout homolog 1 measurement	http://www.ebi.ac.uk/efo/EFO_0803039	Roundabout homolog 1	6091	ENSG00000169855	ROBO1	3	78595957	79768025	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242702	5116-62	5116-62	ROBO2	Roundabout homolog 2 levels (ROBO2.5116.62.2)	roundabout homolog 2 measurement	http://www.ebi.ac.uk/efo/EFO_0020713	Roundabout homolog 2	6092	ENSG00000185008	ROBO2	3	75906667	77649964	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242703	5117-14	5117-14	ROBO3	Roundabout homolog 3 levels (ROBO3.5117.14.3)	roundabout homolog 3 measurement	http://www.ebi.ac.uk/efo/EFO_0020714	Roundabout homolog 3	64221	ENSG00000154134	ROBO3	11	124865413	124881471	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242704	9584-105		RNMTL1	rRNA methyltransferase 3, mitochondrial levels (RNMTL1.9584.105.3)	rRNA methyltransferase 3, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0802033										GRCh38			unresolved	source SeqId absent from current SomaScan.db and trait symbol did not resolve to a primary Ensembl gene	unresolved				
GCST90242705	11425-31	11425-31	RUFY1	RUN and FYVE domain-containing protein 1 levels (RUFY1.11425.31.3)	RUN and FYVE domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0803040	RUN and FYVE domain-containing protein 1	80230	ENSG00000176783	RUFY1	5	179550542	179610015	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242706	11138-16	11138-16	RUNX3	Runt-related transcription factor 3 levels (RUNX3.11138.16.3)	runt-related transcription factor 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802034	Runt-related transcription factor 3	864	ENSG00000020633	RUNX3	1	24899511	24965121	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242707	4984-83	4984-83	ESD	S-formylglutathione hydrolase levels (ESD.4984.83.1)	S-formylglutathione hydrolase measurement	http://www.ebi.ac.uk/efo/EFO_0008275	S-formylglutathione hydrolase	2098	ENSG00000139684	ESD	13	46770320	46799772	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242708	9910-9	9910-9	MTAP	S-methyl-5'-thioadenosine phosphorylase levels (MTAP.9910.9.3)	s-methyl-5'-thioadenosine phosphorylase measurement	http://www.ebi.ac.uk/efo/EFO_0803041	S-methyl-5'-thioadenosine phosphorylase	4507	ENSG00000099810	MTAP	9	21802614	21937651	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242709	3902-21	3902-21	SKP1	S-phase kinase-associated protein 1 levels (SKP1.3902.21.2)	S-phase kinase-associated protein 1A amount	http://purl.obolibrary.org/obo/OBA_2050306	S-phase kinase-associated protein 1	6500	ENSG00000113558	SKP1	5	134145693	134177911	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242710	12788-6	12788-6	CCDC101	SAGA-associated factor 29 homolog levels (CCDC101.12788.6.3)	SAGA-associated factor 29 homolog measurement	http://www.ebi.ac.uk/efo/EFO_0803042	SAGA-associated factor 29 homolog	112869	ENSG00000176476	SGF29	16	28538176	28591792	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242711	10502-15		PRH1	Salivary acidic proline-rich phosphoprotein 1/2 levels (PRH1.10502.15.3)	salivary acidic proline-rich phosphoprotein 1/2 measurement	http://www.ebi.ac.uk/efo/EFO_0802035			ENSG00000231887	PRH1	12	10824960	11171608	-1	protein_coding	GRCh38	TRUE	FALSE	ensembl_hgnc_symbol	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to Ensembl HGNC symbol	mapped_to_ensembl	GWAS Catalog trait symbol		Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242712	13510-7	13510-7	ATP2A3	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 levels (ATP2A3.13510.7.3)	sarcoplasmic/endoplasmic reticulum calcium ATPase 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802036	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	489	ENSG00000074370	ATP2A3	17	3923866	3964499	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242713	6594-64	6594-64	SAYSD1	SAYSvFN domain-containing protein 1 levels (SAYSD1.6594.64.3)	SAYSvFN domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0803043	SAYSvFN domain-containing protein 1	55776	ENSG00000112167	SAYSD1	6	39104063	39115193	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242714	11292-13	11292-13	SCARA3	Scavenger receptor class A member 3 levels (SCARA3.11292.13.3)	scavenger receptor class A member 3 measurement	http://www.ebi.ac.uk/efo/EFO_0803044	Scavenger receptor class A member 3:region 2	51435	ENSG00000168077	SCARA3	8	27633372	27698687	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242715	9731-29	11292-13	SCARA3	Scavenger receptor class A member 3 levels (SCARA3.9731.29.3)	scavenger receptor class A member 3 measurement	http://www.ebi.ac.uk/efo/EFO_0803044	Scavenger receptor class A member 3:region 2	51435	ENSG00000168077	SCARA3	8	27633372	27698687	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242715	9731-29	9569-14	SCARA3	Scavenger receptor class A member 3 levels (SCARA3.9731.29.3)	scavenger receptor class A member 3 measurement	http://www.ebi.ac.uk/efo/EFO_0803044	Scavenger receptor class A member 3:region 1	51435	ENSG00000168077	SCARA3	8	27633372	27698687	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242716	10872-103	11292-13	SCARA3	Scavenger receptor class A member 3 levels (SCARA3.10872.103.3)	scavenger receptor class A member 3 measurement	http://www.ebi.ac.uk/efo/EFO_0803044	Scavenger receptor class A member 3:region 2	51435	ENSG00000168077	SCARA3	8	27633372	27698687	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242716	10872-103	9569-14	SCARA3	Scavenger receptor class A member 3 levels (SCARA3.10872.103.3)	scavenger receptor class A member 3 measurement	http://www.ebi.ac.uk/efo/EFO_0803044	Scavenger receptor class A member 3:region 1	51435	ENSG00000168077	SCARA3	8	27633372	27698687	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242717	9569-14	9569-14	SCARA3	Scavenger receptor class A member 3 levels (SCARA3.9569.14.3)	scavenger receptor class A member 3 measurement	http://www.ebi.ac.uk/efo/EFO_0803044	Scavenger receptor class A member 3:region 1	51435	ENSG00000168077	SCARA3	8	27633372	27698687	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242718	10419-1	10419-1	SCARA5	Scavenger receptor class A member 5 levels (SCARA5.10419.1.3)	scavenger receptor class A member 5 measurement	http://www.ebi.ac.uk/efo/EFO_0802037	Scavenger receptor class A member 5	286133	ENSG00000168079	SCARA5	8	27869883	27992840	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242719	8956-96	8956-96	SCARF2	Scavenger receptor class F member 2 levels (SCARF2.8956.96.3)	scavenger receptor class F member 2 measurement	http://www.ebi.ac.uk/efo/EFO_0020716	Scavenger receptor class F member 2:Extracellular domain	91179	ENSG00000244486	SCARF2	22	20424584	20438332	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242720	5130-67	8956-96	SCARF2	Scavenger receptor class F member 2 levels (SCARF2.5130.67.3)	scavenger receptor class F member 2 measurement	http://www.ebi.ac.uk/efo/EFO_0020716	Scavenger receptor class F member 2:Extracellular domain	91179	ENSG00000244486	SCARF2	22	20424584	20438332	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242720	5130-67	9925-56	SCARF2	Scavenger receptor class F member 2 levels (SCARF2.5130.67.3)	scavenger receptor class F member 2 measurement	http://www.ebi.ac.uk/efo/EFO_0020716	Scavenger receptor class F member 2:Cytoplasmic domain	91179	ENSG00000244486	SCARF2	22	20424584	20438332	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242721	5028-59	5028-59	CD163	Scavenger receptor cysteine-rich type 1 protein M130 levels (CD163.5028.59.1)	scavenger receptor cysteine-rich type 1 protein m130 measurement	http://www.ebi.ac.uk/efo/EFO_0020717	Scavenger receptor cysteine-rich type 1 protein M130	9332	ENSG00000177575	CD163	12	7469417	7503911	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242722	13101-60	13101-60	SOST	Sclerostin levels (SOST.13101.60.3)	sclerostin measurement	http://www.ebi.ac.uk/efo/EFO_0010606	Sclerostin	50964	ENSG00000167941	SOST	17	43753738	43758791	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242723	14175-78	14175-78	SCP2D1	SCP2 sterol-binding domain-containing protein 1 levels (SCP2D1.14175.78.3)	SCP2 sterol-binding domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802038	SCP2 sterol-binding domain-containing protein 1	140856	ENSG00000132631	SCP2D1	20	18813783	18814378	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242724	10894-25	10894-25	SCGN	Secretagogin levels (SCGN.10894.25.3)	secretagogin measurement	http://www.ebi.ac.uk/efo/EFO_0803045	Secretagogin	10590	ENSG00000079689	SCGN	6	25652201	25701792	1	protein_coding	GRCh38	TRUE	TRUE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242725	13093-6	13093-6	SECTM1	Secreted and transmembrane protein 1 levels (SECTM1.13093.6.3)	secreted and transmembrane protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0021852	Secreted and transmembrane protein 1	6398	ENSG00000141574	SECTM1	17	82321024	82335518	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242726	3221-54	3221-54	SFRP1	Secreted frizzled-related protein 1 levels (SFRP1.3221.54.1)	secreted frizzled-related protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0020718	Secreted frizzled-related protein 1	6422	ENSG00000104332	SFRP1	8	41261956	41309511	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242727	7751-121	7751-121	SFRP2	Secreted frizzled-related protein 2 levels (SFRP2.7751.121.3)	secreted frizzled-related protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0802039	Secreted frizzled-related protein 2	6423	ENSG00000145423	SFRP2	4	153780544	153791620	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242728	13740-51	13740-51	FRZB	Secreted frizzled-related protein 3 levels (FRZB.13740.51.3)	Secreted frizzled-related protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0008277	Secreted frizzled-related protein 3	2487	ENSG00000162998	FRZB	2	182833275	182868438	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
