seqid	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	somascan_is_multiple	menu_v4_0	menu_v4_1	menu_v5_0	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
4915-64	Hemoglobin	3043	ENSG00000244734	HBB	11	5225464	5229395	-1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3495								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	3535								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4916-2	Immunoglobulin D	50802								GRCh38	FALSE	FALSE	1	0	0	1	no_ensembl_match	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3685	ENSG00000138448	ITGAV	2	186589665	186680901	1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3685	ENSG00000138448	ITGAV	2	186589665	186680901	1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3685	ENSG00000138448	ITGAV	2	186589665	186680901	1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3685	ENSG00000138448	ITGAV	2	186589665	186680901	1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3693	ENSG00000082781	ITGB5	3	124757793	124901418	-1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3693	ENSG00000082781	ITGB5	3	124757793	124901418	-1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3693	ENSG00000082781	ITGB5	3	124757793	124901418	-1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4917-62	Integrin alpha-V: beta-5 complex	3693	ENSG00000082781	ITGB5	3	124757793	124901418	-1	protein_coding	GRCh38	TRUE	FALSE	1	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4918-21	Kininogen-1	3827	ENSG00000113889	KNG1	3	186717329	186744736	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4920-10	Lysozyme C	4069	ENSG00000090382	LYZ	12	69348381	69354237	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4922-13	C-C motif chemokine 19	6363	ENSG00000172724	CCL19	9	34689562	34691355	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4923-79	Muellerian-inhibiting factor	268	ENSG00000104899	AMH	19	2249309	2252073	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4924-32	Interstitial collagenase	4312	ENSG00000196611	MMP1	11	102789401	102798167	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4925-54	Collagenase 3	4322	ENSG00000137745	MMP13	11	102942994	102955740	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4929-55	Sex hormone-binding globulin	6462	ENSG00000129214	SHBG	17	7613946	7633469	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4930-21	Stanniocalcin-1	6781	ENSG00000159167	STC1	8	23841929	23854815	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4931-52	Tissue Factor	2152	ENSG00000117525	F3	1	94528263	94541851	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4931-59	Tissue Factor	2152	ENSG00000117525	F3	1	94528263	94541851	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4956-2	Epiregulin	2069	ENSG00000124882	EREG	4	74365137	74388749	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4959-2	Anterior gradient protein 2 homolog	10551	ENSG00000106541	AGR2	7	16791387	16833433	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4960-72	Annexin A1	301	ENSG00000135046	ANXA1	9	73148874	73170691	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4961-17	Annexin A2	302	ENSG00000182718	ANXA2	15	60347134	60402883	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4962-52	Cerebral dopamine neurotrophic factor	441549	ENSG00000185267	CDNF	10	14817775	14838575	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4963-19	cAMP-regulated phosphoprotein 19	10776	ENSG00000128989	ARPP19	15	52547045	52569883	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4964-67	Endoplasmic reticulum aminopeptidase 1	51752	ENSG00000164307	ERAP1	5	96759649	96808177	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4965-27	ATP synthase subunit beta, mitochondrial	506	ENSG00000110955	ATP5F1B	12	56637490	56646079	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4967-1	Complement component 1 Q subcomponent-binding protein, mitochondrial	708	ENSG00000108561	C1QBP	17	5432625	5448830	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4968-50	Macrophage-capping protein	822	ENSG00000042493	CAPG	2	85388144	85422017	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4969-2	Carbonic anhydrase 1	759	ENSG00000133742	CA1	8	85327608	85379014	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4970-50	Carbonic anhydrase 2	760	ENSG00000104267	CA2	8	85463860	85481493	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4970-55	Carbonic anhydrase 2	760	ENSG00000104267	CA2	8	85463860	85481493	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4971-1	Cathepsin Z	1522	ENSG00000101160	CTSZ	20	58985686	59008238	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4973-18	Baculoviral IAP repeat-containing protein 3	330	ENSG00000023445	BIRC3	11	102317451	102339403	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4976-57	Adapter molecule crk	1398	ENSG00000167193	CRK	17	1420689	1463162	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4978-54	Drebrin-like protein	28988	ENSG00000136279	DBNL	7	44044628	44069456	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4979-34	Dermatopontin	1805	ENSG00000143196	DPT	1	168695246	168729207	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4981-6	Desmocollin-3	1825	ENSG00000134762	DSC3	18	30989365	31042976	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4982-54	Elafin	5266	ENSG00000124102	PI3	20	45174901	45176544	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4983-6	Endoplasmic reticulum resident protein 29	10961	ENSG00000089248	ERP29	12	112012815	112026066	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4984-83	S-formylglutathione hydrolase	2098	ENSG00000139684	ESD	13	46770320	46799772	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4985-11	Fatty acid-binding protein, epidermal	2171	ENSG00000164687	FABP5	8	81280267	81285731	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4986-59	Focal adhesion kinase 1	5747	ENSG00000169398	PTK2	8	140657900	141002216	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000275136	FCAR	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	153195	169419	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000283750	FCAR	HSCHR19KIR_CA01-TB01_CTG3_1	203308	220493	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000275970	FCAR	HSCHR19KIR_FH05_A_HAP_CTG3_1	160268	176492	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000276985	FCAR	HSCHR19KIR_FH05_B_HAP_CTG3_1	244487	260711	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000276858	FCAR	HSCHR19KIR_FH06_A_HAP_CTG3_1	150198	166422	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000275269	FCAR	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	151615	167839	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000284061	FCAR	HSCHR19KIR_HG2393_CTG3_1	20566	37751	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000278415	FCAR	HSCHR19LRC_COX2_CTG3_1	519503	536649	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000273738	FCAR	HSCHR19KIR_FH08_A_HAP_CTG3_1	148466	165638	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000274580	FCAR	HSCHR19_4_CTG3_1	856818	873900	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000275564	FCAR	HSCHR19LRC_PGF1_CTG3_1	778610	795778	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-17	Immunoglobulin alpha Fc receptor	2204	ENSG00000186431	FCAR	19	54874227	54891420	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000275136	FCAR	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	153195	169419	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000283750	FCAR	HSCHR19KIR_CA01-TB01_CTG3_1	203308	220493	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000275970	FCAR	HSCHR19KIR_FH05_A_HAP_CTG3_1	160268	176492	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000276985	FCAR	HSCHR19KIR_FH05_B_HAP_CTG3_1	244487	260711	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000276858	FCAR	HSCHR19KIR_FH06_A_HAP_CTG3_1	150198	166422	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000275269	FCAR	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	151615	167839	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000284061	FCAR	HSCHR19KIR_HG2393_CTG3_1	20566	37751	-1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000278415	FCAR	HSCHR19LRC_COX2_CTG3_1	519503	536649	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000273738	FCAR	HSCHR19KIR_FH08_A_HAP_CTG3_1	148466	165638	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000274580	FCAR	HSCHR19_4_CTG3_1	856818	873900	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000275564	FCAR	HSCHR19LRC_PGF1_CTG3_1	778610	795778	1	protein_coding	GRCh38	FALSE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4987-4	Immunoglobulin alpha Fc receptor	2204	ENSG00000186431	FCAR	19	54874227	54891420	1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4988-49	Fibroblast growth factor receptor 4	2264	ENSG00000160867	FGFR4	5	177086456	177098156	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4989-7	Fibrinogen gamma chain	2266	ENSG00000171557	FGG	4	154604058	154612967	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4990-87	Platelet glycoprotein Ib alpha chain	2811	ENSG00000185245	GP1BA	17	4932261	4935023	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
4991-12	Glypican-5	2262	ENSG00000179399	GPC5	13	91398585	92873682	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
